adnetwork_adunits        ,status,master_adunit,size,adformat,bid_type,mediation,imp_type,adnetwork,adtag,
iCook_Recipes_Bottoms2 (21821173240),Active,iCook_Recipes_Bottoms2,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21821173240,
iCook_Recipes_Middle (41571643),Active,iCook_Recipes_Middle,1x1; 300x250; 336x280,Banner,RTB,GAM,AdSense,AdSense,41571643,
iCook_Recipes_Middle (41571643),Active,iCook_Recipes_Middle,1x1; 300x250; 336x280,Banner,RTB,GAM,AdX,AdX,41571643,
iCook_Recipes_Middle_AMP (21797795252),Active,iCook_Recipes_Middle_AMP,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21797795252,
iCook_Recipes_Middle_passback (21819158998),Active,iCook_Recipes_Middle_passback,300x250; 336x280,Banner,Passback,adnetwork,AdX,AdX,21819158998,
iCook_Recipes_Middle1 (21750248440),Active,iCook_Recipes_Middle1,1x1; 300x250; 336x280,Banner,RTB,GAM,AdSense,AdSense,21750248440,
iCook_Recipes_Middle1 (21750248440),Active,iCook_Recipes_Middle1,1x1; 300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21750248440,
iCook_Recipes_Middle2 (21748216358),Active,iCook_Recipes_Middle2,1x1; 300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21748216358,
iCook_Recipes_Sidebar_Bottom (41572723),Active,iCook_Recipes_Sidebar_Bottom,250x250; 300x600; 320x480; 360x600,Banner,RTB,GAM,AdX,AdX,41572723,
iCook_Recipes_Sidebar_Bottom2 (21748523095),Active,iCook_Recipes_Sidebar_Bottom2,250x250,Banner,RTB,GAM,AdX,AdX,21748523095,
iCook_Recipes_Sidebar_Middle (21754556495),Active,iCook_Recipes_Sidebar_Middle,250x250; 300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21754556495,
iCook_Recipes_Sidebar_Top (21737133278),Active,iCook_Recipes_Sidebar_Top,250x250; 300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21737133278,
iCook_Recipes_Top (88349323),Active,iCook_Recipes_Top,1x1; 300x250; 336x280,Banner,RTB,GAM,AdX,AdX,88349323,
iCook_Recipes_Top_AMP (21797321774),Active,iCook_Recipes_Top_AMP,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21797321774,
iCook_Recipes_Top1 (21750259894),Active,iCook_Recipes_Top1,1x1; 300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21750259894,
iCook_Recipes_Top2 (21748508974),Active,iCook_Recipes_Top2,1x1; 300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21748508974,
iCook_Search_Top (21713567824),Active,iCook_Search_Top,Responsive,Banner,RTB,GAM,N/A,AdX,21713567824,
iCook_TV_Video_Middle (40583203),Archived,iCook_TV_Video_Middle,320x50; 468x60; 728x90,Banner,RTB,GAM,AdX,AdX,40583203,
iCook_ucX_passback (21768534423),New,iCook_ucX_passback,300x250; 970x250,Banner,RTB,GAM,AdX,AdX,21768534423,
in2w_opt (21774098462),Active,in2w_opt,,Banner,RTB,GAM,AdX,AdX,21774098462,
in2w_opt (21774098462) » iCook_Recipes_Middle (21774181084),Active,in2w_opt/iCook_Recipes_Middle,1x1; 300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21774181084,
in2w_opt (21774098462) » iCook_Recipes_Middle1 (21774244329),Active,in2w_opt/iCook_Recipes_Middle1,1x1; 300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21774244329,
in2w_opt (21774098462) » in2w_native_test (21816146096),Archived,in2w_opt/in2w_native_test,Custom rendering,Banner,RTB,GAM,AdX,AdX,21816146096,
in2w_opt (21774098462) » in2w_video_test (21812006285),Archived,in2w_opt/in2w_video_test,640x480v,Video,RTB,GAM,AdX,AdX,21812006285,
Market_Category_Middle (126691363),Active,Market_Category_Middle,Responsive,Banner,RTB,GAM,N/A,AdX,126691363,
2656,Archived,a_iCook_Homepage_Bottom,300x250,Banner,Prebid,GAM,AdServer,Appier,WUuoHIOp,
2657,Archived,a_iCook_Homepage_Bottom_Sticky,320x50,Banner,Prebid,GAM,AdServer,Appier,WUuoHFOp,
2658,Archived,a_iCook_Homepage_Middle,300x250,Banner,Prebid,GAM,AdServer,Appier,WUuom9Op,
2659,Archived,a_iCook_Homepage_Sidebar_Bottom,300x600,Banner,Prebid,GAM,AdServer,Appier,WUuomzOp,
2660,Archived,a_iCook_Homepage_Sidebar_Middle,300x250,Banner,Prebid,GAM,AdServer,Appier,WUuiW9Op,
2661,Archived,a_iCook_Homepage_Sidebar_Top,300x250,Banner,Prebid,GAM,AdServer,Appier,WUuiWzOp,
a_702,Archived,a_iCook_Homepage_Sidebar_Top,300x250,Banner,Header Bidding,GAM,AdServer,Appier,,
2662,Archived,a_iCook_Recipe_Bottom,300x250,Banner,Prebid,GAM,AdServer,Appier,WUuiWIOp,
a_712,Archived,a_iCook_Recipe_Bottom,336x280,Banner,Header Bidding,GAM,AdServer,Appier,,
2663,Archived,a_iCook_Recipe_Bottom_Sticky,320x50,Banner,Prebid,GAM,AdServer,Appier,WUuiWFOp,
2664,Archived,a_iCook_Recipe_Bottom1,300x250,Banner,Prebid,GAM,AdServer,Appier,WUuiH9Op,
2665,Archived,a_iCook_Recipe_Bottom3,300x250,Banner,Prebid,GAM,AdServer,Appier,WUuiHzOp,
2666,Archived,a_iCook_Recipe_Bottoms,300x250,Banner,Prebid,GAM,AdServer,Appier,WUuiHIOp,
2667,Archived,a_iCook_Recipe_Bottoms1,300x250,Banner,Prebid,GAM,AdServer,Appier,WUuiHFOp,
2668,Archived,a_iCook_Recipe_Bottoms2,300x250,Banner,Prebid,GAM,AdServer,Appier,WUuim9Op,
2669,Archived,a_iCook_Recipe_Desktop_Top,970x250,Banner,Prebid,GAM,AdServer,Appier,WUuimzOp,
2670,Archived,a_iCook_Recipe_Interstitial,320 x 480,Banner,Prebid,GAM,AdServer,Appier,WUueW9Op,
a_713,Archived,a_iCook_Recipe_Interstitial,320 x 480,Banner,Header Bidding,GAM,AdServer,Appier,,
2671,Archived,a_iCook_Recipe_Middle,300x250,Banner,Prebid,GAM,AdServer,Appier,WUueWzOp,
2672,Archived,a_iCook_Recipe_Middle1,300x250,Banner,Prebid,GAM,AdServer,Appier,WUueWIOp,
2673,Archived,a_iCook_Recipe_Middle2,300x250,Banner,Prebid,GAM,AdServer,Appier,WUueWFOp,
2674,Archived,a_iCook_Recipe_Sidebar_Bottom,300x600,Banner,Prebid,GAM,AdServer,Appier,WUueH9Op,
a_893_a4,Archived,a_iCook_Recipe_Sidebar_Bottom,300x600,Banner,Header Bidding,GAM,AdServer,Appier,,
2675,Archived,a_iCook_Recipe_Sidebar_Middle,300x250,Banner,Prebid,GAM,AdServer,Appier,WUueHzOp,
2676,Archived,a_iCook_Recipe_Sidebar_Top,300x250,Banner,Prebid,GAM,AdServer,Appier,WUueHIOp,
a_702_a1,Archived,a_iCook_Recipe_Sidebar_Top,300x250,Banner,Header Bidding,GAM,AdServer,Appier,,
2677,Archived,a_iCook_Recipe_Step1,300x250,Banner,Prebid,GAM,AdServer,Appier,WUueHFOp,
2678,Archived,a_iCook_Recipe_Step1_1,300x250,Banner,Prebid,GAM,AdServer,Appier,WUuem9Op,
2679,Archived,a_iCook_Recipe_Step1_2,300x250,Banner,Prebid,GAM,AdServer,Appier,WUuemzOp,
2680,Archived,a_iCook_Recipe_Top,300x250,Banner,Prebid,GAM,AdServer,Appier,WUu6W9Op,
a_710,Archived,a_iCook_Recipe_Top,336x280,Banner,Header Bidding,GAM,AdServer,Appier,,
2681,Archived,a_iCook_Recipe_Top1,300x250,Banner,Prebid,GAM,AdServer,Appier,WUu6WzOp,
2682,Archived,a_iCook_Recipe_Top2,300x250,Banner,Prebid,GAM,AdServer,Appier,WUu6WIOp,
2683,Archived,a_iCook_Recipes_Bottom,300x250,Banner,Prebid,GAM,AdServer,Appier,WUu6WFOp,
2684,Archived,a_iCook_Recipes_Bottom_Sticky,320x50,Banner,Prebid,GAM,AdServer,Appier,WUu6H9Op,
2685,Archived,a_iCook_Recipes_Bottom1,300x250,Banner,Prebid,GAM,AdServer,Appier,WUu6HzOp,
2686,Archived,a_iCook_Recipes_Bottom2,300x250,Banner,Prebid,GAM,AdServer,Appier,WUu6HIOp,
2687,Archived,a_iCook_Recipes_Middle,300x250,Banner,Prebid,GAM,AdServer,Appier,WUu6HFOp,
2688,Archived,a_iCook_Recipes_Middle1,300x250,Banner,Prebid,GAM,AdServer,Appier,WUu6m9Op,
2689,Archived,a_iCook_Recipes_Middle2,300x250,Banner,Prebid,GAM,AdServer,Appier,WUu6mzOp,
2690,Archived,a_iCook_Recipes_Sidebar_Bottom,300x600,Banner,Prebid,GAM,AdServer,Appier,WUuTW9Op,
a_893_a5,Archived,a_iCook_Recipes_Sidebar_Bottom,300x600,Banner,Header Bidding,GAM,AdServer,Appier,,
2691,Archived,a_iCook_Recipes_Sidebar_Middle,300x250,Banner,Prebid,GAM,AdServer,Appier,WUuTWzOp,
2692,Archived,a_iCook_Recipes_Sidebar_Top,300x250,Banner,Prebid,GAM,AdServer,Appier,WUuTWIOp,
a_702_a2,Archived,a_iCook_Recipes_Sidebar_Top,300x250,Banner,Header Bidding,GAM,AdServer,Appier,,
2693,Archived,a_iCook_Recipes_Top,300x250,Banner,Prebid,GAM,AdServer,Appier,WUuTWFOp,
2694,Archived,a_iCook_Recipes_Top1,300x250,Banner,Prebid,GAM,AdServer,Appier,WUuTH9Op,
2695,Archived,a_iCook_Recipes_Top2,300x250,Banner,Prebid,GAM,AdServer,Appier,WUuTHzOp,
706,Archived,Blog_Header,970x250,Banner,Header Bidding,GAM,AdServer,Appier,,
1936,Running,Blog_Post_Bottom,300x250,Banner,Prebid,GAM,AdServer,Appier,WhCtHIOp,
1942,Running,Blog_Post_Bottom_Sticky,320x50,Banner,Prebid,GAM,AdServer,Appier,WhCQWIOp,
1937,Running,Blog_Post_Bottom1,300x250,Banner,Prebid,GAM,AdServer,Appier,WhCtHFOp,
1938,Running,Blog_Post_Bottom2,300x250,Banner,Prebid,GAM,AdServer,Appier,WhCtm9Op,
2051,Running,Blog_Post_Desktop_Top,970x250,Banner,Prebid,GAM,AdServer,Appier,WU9oWzOp,
706_a1,Running,Blog_Post_Desktop_Top,970x250,Banner,Header Bidding,GAM,AdServer,Appier,apxzone_Ht9i9M-Q= 1,
711,Running,Blog_Post_Header,336x280,Banner,Header Bidding,GAM,AdServer,Appier,apxzone_HtMJ9M-Q= 1,
1943,Running,Blog_Post_Header,300x250,Banner,Prebid,GAM,AdServer,Appier,WhCQWFOp,
1944,Running,Blog_Post_Header1,300x250,Banner,Prebid,GAM,AdServer,Appier,WhCQH9Op,
1945,Running,Blog_Post_Header2,300x250,Banner,Prebid,GAM,AdServer,Appier,WhCQHzOp,
1946,Running,Blog_Post_Sidebar_Bottom,300x600,Banner,Prebid,GAM,AdServer,Appier,WhCQHIOp,
893_a1,Running,Blog_Post_Sidebar_Bottom,300x600,Banner,Header Bidding,GAM,AdServer,Appier,apxzone_maCt9ro-=1,
1947,Archived,Blog_Post_Sidebar_Bottom2,250 x 250,Banner,Prebid,GAM,AdServer,Appier,,
1948,Running,Blog_Post_Sidebar_Top,300x250,Banner,Prebid,GAM,AdServer,Appier,WhCQm9Op,
702_a3,Running,Blog_Post_Sidebar_Top,300x250,Banner,Header Bidding,GAM,AdServer,Appier,apxzone_Ht959M-Q= 1,
1939,Running,Blog_Posts_Bottom,300x250,Banner,Prebid,GAM,AdServer,Appier,WhCtmzOp,
1949,Running,Blog_Posts_Bottom_Sticky,320x50,Banner,Prebid,GAM,AdServer,Appier,WhCQmzOp,
1940,Running,Blog_Posts_Bottom1,300x250,Banner,Prebid,GAM,AdServer,Appier,WhCQW9Op,
1941,Running,Blog_Posts_Bottom2,300x250,Banner,Prebid,GAM,AdServer,Appier,WhCQWzOp,
2052,Running,Blog_Posts_Desktop_Top,970x250,Banner,Prebid,GAM,AdServer,Appier,WU9oWIOp,
706_a2,Running,Blog_Posts_Desktop_Top,970x250,Banner,Header Bidding,GAM,AdServer,Appier,apxzone_Ht9i9M-Q= 1,
1950,Running,Blog_Posts_Header,300x250,Banner,Prebid,GAM,AdServer,Appier,WhCoW9Op,
711_a1,Running,Blog_Posts_Header,336x280,Banner,Header Bidding,GAM,AdServer,Appier,apxzone_HtMJ9M-Q= 1,
1951,Running,Blog_Posts_Header1,300x250,Banner,Prebid,GAM,AdServer,Appier,WhCoWzOp,
1952,Running,Blog_Posts_Header2,300x250,Banner,Prebid,GAM,AdServer,Appier,WhCoWIOp,
1953,Running,Blog_Posts_Sidebar_Bottom,300x600,Banner,Prebid,GAM,AdServer,Appier,WhCoWFOp,
893_a2,Running,Blog_Posts_Sidebar_Bottom,300x600,Banner,Header Bidding,GAM,AdServer,Appier,apxzone_maCt9ro-=1,
1954,Archived,Blog_Posts_Sidebar_Bottom2,250 x 250,Banner,Prebid,GAM,AdServer,Appier,,
1955,Running,Blog_Posts_Sidebar_Top,300x250,Banner,Prebid,GAM,AdServer,Appier,WhCoHzOp,
702_a4,Running,Blog_Posts_Sidebar_Top,300x250,Banner,Header Bidding,GAM,AdServer,Appier,apxzone_Ht959M-Q= 1,
704,Archived,Blog_Sidebar_Bottom,160 x 600,Banner,Header Bidding,GAM,AdServer,Appier,,
893,Archived,Blog_Sidebar_Bottom,300x600,Banner,Header Bidding,GAM,AdServer,Appier,,
871,Running,iCook_Homepage_Bottom,336x280,Banner,Header Bidding,GAM,AdServer,Appier,apxzone_maAJ9ro-= 1,
1992,Running,iCook_Homepage_Bottom,300x250,Banner,Prebid,GAM,AdServer,Appier,WhCTWIOp,
705_a1,Running,iCook_Homepage_Bottom,728x90,,Header Bidding,,,Appier,apxzone_Ht9o9M-Q= 1,
1993,Running,iCook_Homepage_Bottom_Sticky,320x50,Banner,Prebid,GAM,AdServer,Appier,WhCTWFOp,
705,Running,iCook_Homepage_Middle,728x90,Banner,Header Bidding,GAM,AdServer,Appier,apxzone_Ht9o9M-Q= 1,
708,Running,iCook_Homepage_Middle,336x280,Banner,Header Bidding,GAM,AdServer,Appier,apxzone_Ht969M-Q= 1,
709,Archived,iCook_Homepage_Middle,336x280,Banner,Header Bidding,GAM,AdServer,Appier,,
1994,Running,iCook_Homepage_Middle,300x250,Banner,Prebid,GAM,AdServer,Appier,WhCTH9Op,
1995,Running,iCook_Homepage_Sidebar_Bottom,300x600,Banner,Prebid,GAM,AdServer,Appier,WhCTHzOp,
893_a3,Running,iCook_Homepage_Sidebar_Bottom,300x600,Banner,Header Bidding,GAM,AdServer,Appier,apxzone_maCt9ro-=1,
1997,Archived,iCook_Homepage_Sidebar_Bottom2,250 x 250,Banner,Prebid,GAM,AdServer,Appier,,
1996,Running,iCook_Homepage_Sidebar_Middle,300x250,Banner,Prebid,GAM,AdServer,Appier,WhCTHIOp,
702,Running,iCook_Homepage_Sidebar_Top,300x250,Banner,Header Bidding,GAM,AdServer,Appier,apxzone_Ht959M-Q= 1,
1998,Running,iCook_Homepage_Sidebar_Top,300x250,Banner,Prebid,GAM,AdServer,Appier,WhCTm9Op,
707,Archived,iCook_Recipe_Bottom,728x90,Banner,Header Bidding,GAM,AdServer,Appier,,
712,Running,iCook_Recipe_Bottom,336x280,Banner,Header Bidding,GAM,AdServer,Appier,apxzone_HtM59M-Q= 1,
1999,Running,iCook_Recipe_Bottom,300x250,Banner,Prebid,GAM,AdServer,Appier,WhCTmzOp,
2023,Running,iCook_Recipe_Bottom_Sticky,320x50,Banner,Prebid,GAM,AdServer,Appier,WU95WFOp,
2000,Running,iCook_Recipe_Bottom1,300x250,Banner,Prebid,GAM,AdServer,Appier,WU9FW9Op,
2001,Running,iCook_Recipe_Bottom3,300x250,Banner,Prebid,GAM,AdServer,Appier,WU9FWzOp,
2002,Running,iCook_Recipe_Bottoms,300x250,Banner,Prebid,GAM,AdServer,Appier,WU9FWIOp,
2003,Running,iCook_Recipe_Bottoms1,300x250,Banner,Prebid,GAM,AdServer,Appier,WU9FWFOp,
2004,Running,iCook_Recipe_Bottoms2,300x250,Banner,Prebid,GAM,AdServer,Appier,WU9FH9Op,
2005,Running,iCook_Recipe_Desktop_Top,970x250,Banner,Prebid,GAM,AdServer,Appier,WU9FHzOp,
713,Running,iCook_Recipe_Interstitial,320 x 480,Banner,Header Bidding,GAM,AdServer,Appier,apxzone_HtMt9M-Q= 1,
2006,Running,iCook_Recipe_Interstitial,320 x 480,Banner,Prebid,GAM,AdServer,Appier,WU9FHIOp,
2024,Running,iCook_Recipe_Middle,300x250,Banner,Prebid,GAM,AdServer,Appier,WU95H9Op,
2025,Running,iCook_Recipe_Middle1,300x250,Banner,Prebid,GAM,AdServer,Appier,WU95HzOp,
2026,Running,iCook_Recipe_Middle2,300x250,Banner,Prebid,GAM,AdServer,Appier,WU95HIOp,
703,Archived,iCook_Recipe_Sidebar_Bottom,300x600,Banner,Header Bidding,GAM,AdServer,Appier,,
2007,Running,iCook_Recipe_Sidebar_Bottom,300x600,Banner,Prebid,GAM,AdServer,Appier,WU9FHFOp,
893_a4,Running,iCook_Recipe_Sidebar_Bottom,300x600,Banner,Header Bidding,GAM,AdServer,Appier,apxzone_maCt9ro-=1,
2009,Archived,iCook_Recipe_Sidebar_Bottom2,250 x 250,Banner,Prebid,GAM,AdServer,Appier,,
2008,Running,iCook_Recipe_Sidebar_Middle,300x250,Banner,Prebid,GAM,AdServer,Appier,WU9Fm9Op,
2010,Running,iCook_Recipe_Sidebar_Top,300x250,Banner,Prebid,GAM,AdServer,Appier,WU9JW9Op,
702_a1,Running,iCook_Recipe_Sidebar_Top,300x250,Banner,Header Bidding,GAM,AdServer,Appier,apxzone_Ht959M-Q= 1,
2016,Running,iCook_Recipe_Step1,300x250,Banner,Prebid,GAM,AdServer,Appier,WU9JHIOp,
2017,Running,iCook_Recipe_Step1_1,300x250,Banner,Prebid,GAM,AdServer,Appier,WU9JHFOp,
2018,Running,iCook_Recipe_Step1_2,300x250,Banner,Prebid,GAM,AdServer,Appier,WU9Jm9Op,
710,Running,iCook_Recipe_Top,336x280,Banner,Header Bidding,GAM,AdServer,Appier,apxzone_HtMF9M-Q= 1,
2027,Running,iCook_Recipe_Top,300x250,Banner,Prebid,GAM,AdServer,Appier,WU95HFOp,
2028,Running,iCook_Recipe_Top1,300x250,Banner,Prebid,GAM,AdServer,Appier,WU95m9Op,
2029,Running,iCook_Recipe_Top2,300x250,Banner,Prebid,GAM,AdServer,Appier,WU95mzOp,
1541,Archived,iCook_Recipes_below_Top_NativeMB,Native,Native,Direct,GAM,AdServer,Appier,,
1542,Archived,iCook_Recipes_below_Top_NativeMB,Native,Native,Direct,GAM,AdServer,Appier,,
1539,Archived,iCook_Recipes_below_Top_NativePC,Native,Native,Direct,GAM,AdServer,Appier,,
1540,Archived,iCook_Recipes_below_Top_NativePC,Native,Native,Direct,GAM,AdServer,Appier,,
1860,Archived,iCook_Recipes_Bottom,300x250,Banner,Prebid,GAM,AdServer,Appier,WhIiW9Op,
2030,Running,iCook_Recipes_Bottom,300x250,Banner,Prebid,GAM,AdServer,Appier,WU9tW9Op,
2031,Running,iCook_Recipes_Bottom_Sticky,320x50,Banner,Prebid,GAM,AdServer,Appier,WU9tWzOp,
2032,Running,iCook_Recipes_Bottom1,300x250,Banner,Prebid,GAM,AdServer,Appier,WU9tWIOp,
2033,Running,iCook_Recipes_Bottom2,300x250,Banner,Prebid,GAM,AdServer,Appier,WU9tWFOp,
2034,Running,iCook_Recipes_Middle,300x250,Banner,Prebid,GAM,AdServer,Appier,WU9tH9Op,
2035,Running,iCook_Recipes_Middle1,300x250,Banner,Prebid,GAM,AdServer,Appier,WU9tHzOp,
2036,Running,iCook_Recipes_Middle2,300x250,Banner,Prebid,GAM,AdServer,Appier,WU9tHIOp,
2019,Running,iCook_Recipes_Sidebar_Bottom,300x600,Banner,Prebid,GAM,AdServer,Appier,WU9JmzOp,
893_a5,Running,iCook_Recipes_Sidebar_Bottom,300x600,Banner,Header Bidding,GAM,AdServer,Appier,apxzone_maCt9ro-=1,
2021,Archived,iCook_Recipes_Sidebar_Bottom2,250 x 250,Banner,Prebid,GAM,AdServer,Appier,,
2020,Running,iCook_Recipes_Sidebar_Middle,300x250,Banner,Prebid,GAM,AdServer,Appier,WU95W9Op,
2022,Running,iCook_Recipes_Sidebar_Top,300x250,Banner,Prebid,GAM,AdServer,Appier,WU95WIOp,
702_a2,Running,iCook_Recipes_Sidebar_Top,300x250,Banner,Header Bidding,GAM,AdServer,Appier,apxzone_Ht959M-Q= 1,
2037,Running,iCook_Recipes_Top,300x250,Banner,Prebid,GAM,AdServer,Appier,WU9tHFOp,
2038,Running,iCook_Recipes_Top1,300x250,Banner,Prebid,GAM,AdServer,Appier,WU9tm9Op,
2039,Running,iCook_Recipes_Top2,300x250,Banner,Prebid,GAM,AdServer,Appier,WU9tmzOp,
a_iCook_Homepage_Bottom (15986621),Archived,a_iCook_Homepage_Bottom,sizeless,Banner,Prebid,GAM,AdServer,AppNexus,15986621,
a_iCook_Homepage_Bottom_Sticky (15988983),Archived,a_iCook_Homepage_Bottom_Sticky,sizeless,Banner,Prebid,GAM,AdServer,AppNexus,15988983,
a_iCook_Homepage_Middle (15988984),Archived,a_iCook_Homepage_Middle,sizeless,Banner,Prebid,GAM,AdServer,AppNexus,15988984,
a_iCook_Homepage_Sidebar_Bottom (15988987),Archived,a_iCook_Homepage_Sidebar_Bottom,sizeless,Banner,Prebid,GAM,AdServer,AppNexus,15988987,
a_iCook_Homepage_Sidebar_Middle (15988989),Archived,a_iCook_Homepage_Sidebar_Middle,sizeless,Banner,Prebid,GAM,AdServer,AppNexus,15988989,
a_iCook_Homepage_Sidebar_Top (15989001),Archived,a_iCook_Homepage_Sidebar_Top,sizeless,Banner,Prebid,GAM,AdServer,AppNexus,15989001,
a_iCook_Recipe_Bottom (15989004),Archived,a_iCook_Recipe_Bottom,sizeless,Banner,Prebid,GAM,AdServer,AppNexus,15989004,
a_iCook_Recipe_Bottom_Sticky (15989006),Archived,a_iCook_Recipe_Bottom_Sticky,sizeless,Banner,Prebid,GAM,AdServer,AppNexus,15989006,
a_iCook_Recipe_Bottom1 (15989009),Archived,a_iCook_Recipe_Bottom1,sizeless,Banner,Prebid,GAM,AdServer,AppNexus,15989009,
a_iCook_Recipe_Bottom3 (15989011),Archived,a_iCook_Recipe_Bottom3,sizeless,Banner,Prebid,GAM,AdServer,AppNexus,15989011,
a_iCook_Recipe_Bottoms (15989012),Archived,a_iCook_Recipe_Bottoms,sizeless,Banner,Prebid,GAM,AdServer,AppNexus,15989012,
a_iCook_Recipe_Bottoms1 (16038660),Archived,a_iCook_Recipe_Bottoms1,sizeless,Banner,Prebid,GAM,AdServer,AppNexus,16038660,
a_iCook_Recipe_Bottoms1 (error) (15989014),Archived,a_iCook_Recipe_Bottoms1,sizeless,Banner,Prebid,GAM,AdServer,AppNexus,15989014,
a_iCook_Recipe_Bottoms2 (15989015),Archived,a_iCook_Recipe_Bottoms2,sizeless,Banner,Prebid,GAM,AdServer,AppNexus,15989015,
a_iCook_Recipe_Desktop_Top (15989016),Archived,a_iCook_Recipe_Desktop_Top,sizeless,Banner,Prebid,GAM,AdServer,AppNexus,15989016,
a_iCook_Recipe_Interstitial (15989017),Archived,a_iCook_Recipe_Interstitial,sizeless,Banner,Prebid,GAM,AdServer,AppNexus,15989017,
a_iCook_Recipe_Middle (15989018),Archived,a_iCook_Recipe_Middle,sizeless,Banner,Prebid,GAM,AdServer,AppNexus,15989018,
a_iCook_Recipe_Middle1 (15989025),Archived,a_iCook_Recipe_Middle1,sizeless,Banner,Prebid,GAM,AdServer,AppNexus,15989025,
a_iCook_Recipe_Middle2 (15989028),Archived,a_iCook_Recipe_Middle2,sizeless,Banner,Prebid,GAM,AdServer,AppNexus,15989028,
a_iCook_Recipe_Sidebar_Bottom (15989032),Archived,a_iCook_Recipe_Sidebar_Bottom,sizeless,Banner,Prebid,GAM,AdServer,AppNexus,15989032,
a_iCook_Recipe_Sidebar_Middle (15989033),Archived,a_iCook_Recipe_Sidebar_Middle,sizeless,Banner,Prebid,GAM,AdServer,AppNexus,15989033,
a_iCook_Recipe_Sidebar_Top (15989035),Archived,a_iCook_Recipe_Sidebar_Top,sizeless,Banner,Prebid,GAM,AdServer,AppNexus,15989035,
a_iCook_Recipe_Step1 (15989036),Archived,a_iCook_Recipe_Step1,sizeless,Banner,Prebid,GAM,AdServer,AppNexus,15989036,
a_iCook_Recipe_Step1_1 (15989038),Archived,a_iCook_Recipe_Step1_1,sizeless,Banner,Prebid,GAM,AdServer,AppNexus,15989038,
a_iCook_Recipe_Step1_2 (15989039),Archived,a_iCook_Recipe_Step1_2,sizeless,Banner,Prebid,GAM,AdServer,AppNexus,15989039,
a_iCook_Recipe_Top (15989041),Archived,a_iCook_Recipe_Top,sizeless,Banner,Prebid,GAM,AdServer,AppNexus,15989041,
a_iCook_Recipe_Top1 (15989042),Archived,a_iCook_Recipe_Top1,sizeless,Banner,Prebid,GAM,AdServer,AppNexus,15989042,
a_iCook_Recipe_Top2 (15989044),Archived,a_iCook_Recipe_Top2,sizeless,Banner,Prebid,GAM,AdServer,AppNexus,15989044,
a_iCook_Recipes_Bottom (15989045),Archived,a_iCook_Recipes_Bottom,sizeless,Banner,Prebid,GAM,AdServer,AppNexus,15989045,
a_iCook_Recipes_Bottom_Sticky (15989047),Archived,a_iCook_Recipes_Bottom_Sticky,sizeless,Banner,Prebid,GAM,AdServer,AppNexus,15989047,
a_iCook_Recipes_Bottom1 (15989048),Archived,a_iCook_Recipes_Bottom1,sizeless,Banner,Prebid,GAM,AdServer,AppNexus,15989048,
a_iCook_Recipes_Bottom2 (15989049),Archived,a_iCook_Recipes_Bottom2,sizeless,Banner,Prebid,GAM,AdServer,AppNexus,15989049,
a_iCook_Recipes_Middle (15989051),Archived,a_iCook_Recipes_Middle,sizeless,Banner,Prebid,GAM,AdServer,AppNexus,15989051,
a_iCook_Recipes_Middle1 (15989054),Archived,a_iCook_Recipes_Middle1,sizeless,Banner,Prebid,GAM,AdServer,AppNexus,15989054,
a_iCook_Recipes_Middle2 (15989059),Archived,a_iCook_Recipes_Middle2,sizeless,Banner,Prebid,GAM,AdServer,AppNexus,15989059,
a_iCook_Recipes_Sidebar_Bottom (15989062),Archived,a_iCook_Recipes_Sidebar_Bottom,sizeless,Banner,Prebid,GAM,AdServer,AppNexus,15989062,
a_iCook_Recipes_Sidebar_Middle (15989067),Archived,a_iCook_Recipes_Sidebar_Middle,sizeless,Banner,Prebid,GAM,AdServer,AppNexus,15989067,
a_iCook_Recipes_Sidebar_Top (15989071),Archived,a_iCook_Recipes_Sidebar_Top,sizeless,Banner,Prebid,GAM,AdServer,AppNexus,15989071,
a_iCook_Recipes_Top (15989082),Archived,a_iCook_Recipes_Top,sizeless,Banner,Prebid,GAM,AdServer,AppNexus,15989082,
a_iCook_Recipes_Top1 (15989093),Archived,a_iCook_Recipes_Top1,sizeless,Banner,Prebid,GAM,AdServer,AppNexus,15989093,
a_iCook_Recipes_Top2 (15989152),Archived,a_iCook_Recipes_Top2,sizeless,Banner,Prebid,GAM,AdServer,AppNexus,15989152,
[iCook] - Default (14321874),Active,AppNexus_Default,sizeless,Banner,Prebid,GAM,AdServer,AppNexus,14321874,
